Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Azerbaijan,AZE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22672997489.2598,22514286515.89,17426057674.4447,13400638430.3151,10760712656.9963,9490948466.69312,9614330815.71948,10171962053.4008,11189158287.0384,12017156065.3636,13351060298.9158,14672815268.5084,16057770026.7758,17696995366.1973,19334640158.1058,24740902926.3267,33268154327.4079,41739296291.7775,46160087685.6421,50485058386.531,52902703376.1056,52070545110.5105,53217627468.0711,56326959563.0229,57902587621.89,58510999630.176,56718105558.8029,56558154150.4872,57357249337.7948
Azerbaijan,AZE,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1771.72489062225,1403.09776118605,1221.48593791736,1215.9730260452,1284.19309278397,1398.85161843007,1482.2359128384,1576.16140883906,1714.85741627052,1855.10540947297,2025.93496580354,2146.60651331785,2558.19545206818,3322.28062788196,3972.38140101116,4578.87639872663,5209.19149356141,5492.93915114724,5226.36532010277,5361.68893845423,..,..,..,..,..,..
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,3895397,4030322,4171426,4315127,4456687,4592609,4721523,4843868,4960232,5071927,5180023,5284531,5385263,5483082,5579072,5674133,5768721,5863132,5957925,6053640,6150733,6249314,6349553,6452069,6557581,6666447,6778624,6893489,7010027,7126881,7159000,7271000,7382000,7495000,7597000,7685000,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9942334
"Bahamas, The",BHS,Net migration,SM.POP.NETM,..,..,13873,..,..,..,..,13929,..,..,..,..,949,..,..,..,..,2981,..,..,..,..,646,..,..,..,..,-811,..,..,..,..,-322,..,..,..,..,-3001,..,..,..,..,11877,..,..,..,..,14536,..,..,..,..,4999,..,..,..,..,4999,..
"Bahamas, The",BHS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1942538097.61501,2149750529.0866,2374441850.10685,2624329421.19867,2899925138.96336,3202259632.40814,3492766343.41696,3828006034.15818,4150391651.56297,4523165825.37743,4267622809.06613,4337036067.07757,4185355346.26048,4502084992.61466,3747795359.80246,3193004478.75685,3358567667.13532,3666042159.83818,4185869346.18629,5280026115.10758,5622978696.80712,5104179904.68397,5446103697.7852,5642002872.57775,6441539485.04816,6752613028.89394,6873957500.38138,7079112091.74079,7242618886.04269,7729853744.61442,7606466024.82856,7288379986.19989,7009557035.5732,7031132893.131,7252537335.06421,7570107965.2358,7889833778.37589,8052541057.62784,8432337724.51058,9034753608.33579,9409627491.5515,9656694580.55466,9917865835.46098,9792432526.23075,9878884030.66906,10214307272.5531,10471385975.1648,10622859247.2052,10375987506.7603,9942763009.20556,10095760000,10157636655.8148,10471171091.7508,10428194408.9434,10412761872.8443,10521571019.7704,10343803831.7942,10492464084.5963,..
"Bahamas, The",BHS,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29535.7497635806,28226.5636542891,26515.6792524594,25725.3266025622,24989.0291789282,25317.4405957363,30080.9563325852,33100.6795466679,27302.055888492,28089.045173711,30149.938751929,30941.3389315103,31079.530083493,31452.7792922546,30649.5011900107,30439.3613910143,30783.4085979799,30899.0074702424,30723.9235663993,30002.7271143192,28024.4923646911,27858.8051005516,27731.7713452626,28498.2119398538,28133.6005921705,27452.601961246,27550.0457882322,26619.3348138533,26883.5091380572,..
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,109534,115121,121091,127339,133709,140059,146382,152620,158648,164268,169377,173889,177866,181517,185120,188896,192909,197101,201478,205984,210591,215326,220184,225084,229923,234578,239017,243271,247451,251733,256223,261008,266029,271069,275846,280184,283978,287358,290597,294062,298051,302618,307660,313129,318894,324859,331033,337389,343681,349604,354942,359577,363584,367168,370633,374206,377931,381761,385640
Bahrain,BHR,Net migration,SM.POP.NETM,..,..,-4195,..,..,..,..,-8033,..,..,..,..,19123,..,..,..,..,48962,..,..,..,..,3234,..,..,..,..,12899,..,..,..,..,5480,..,..,..,..,39180,..,..,..,..,155500,..,..,..,..,272000,..,..,..,..,42000,..,..,..,..,239000,..
Bahrain,BHR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7624221103.47913,7218864341.89657,6673391235.87742,7098911806.39139,7454116226.23047,7099429359.04756,7183415176.43469,7930419191.02771,8485547872.1663,8516435872.13312,8894395055.67055,9893235511.91183,10555092806.0632,11913533954.1921,11883749942.4451,12350780310.4502,12858398136.4749,13256108363.4132,13891076323.6746,14488392461.1778,15256276507.3657,15636315475.986,16201435104.2376,17177401647.9676,18376546950.2211,19620444333.8462,20889606053.0421,22621864899.6304,24034629395.827,24645054296.3673,25713271276.5957,26223377131.9619,27202099523.9053,28675502255.2549,29922841390.6393,30779223483.5898,31847546846.6869,33058875381.0199,33646560943.3779
Bahrain,BHR,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22470.1135530294,21756.1953755361,21147.9363214315,21266.8672488112,21291.3251375613,21594.1946604045,21399.6564541931,21561.8465693008,20782.9747429621,18793.0360735967,18809.6424888572,17899.8888142882,18257.3931886281,19009.7788742072,18492.5964728147,21273.1925011097,20957.3753746292,21031.0488317435,..
Bahrain,BHR,"Population, total",SP.POP.TOTL,162427,167894,173144,178140,182887,187431,191780,196063,200653,206043,212605,220312,229155,239527,251911,266543,283752,303175,323473,342799,359888,374120,385950,396454,407225,419428,433480,448971,465198,481087,495931,509760,523086,536210,549583,563697,578666,594931,613700,636541,664611,697545,735146,778708,829844,889164,958418,1035919,1114641,1185076,1240860,1278151,1299943,1315029,1336075,1371851,1425791,1494074,1569439
Bangladesh,BGD,Net migration,SM.POP.NETM,..,..,-142378,..,..,..,..,-161822,..,..,..,..,-3045287,..,..,..,..,-1137344,..,..,..,..,-793826,..,..,..,..,-219363,..,..,..,..,-813794,..,..,..,..,-719899,..,..,..,..,-1492537,..,..,..,..,-3254778,..,..,..,..,-2306839,..,..,..,..,-1847503,..
Bangladesh,BGD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,17862545310.7226,18944687033.1706,19977746684.2347,19886669277.8428,22064814112.6956,22419232005.0757,22994691542.7769,22563342420.6917,24704480424.0584,25006087027.2168,26411392182.3557,24964184430.4711,21475757025.4792,22189972024.4145,24318424444.0714,23324235189.0411,24644704390.5094,25303471152.2294,27093397642.2551,28394323597.912,28626913390.8931,30697768187.1802,31352959198.5596,32569782092.7714,34134209697.98,35274979988.1662,36747139850.6845,38133389635.1624,39054790276.5184,40162611478.0515,42420657179.7908,43899113723.2774,46288404442.7889,48469311189.3945,50354828679.5772,52933639390.898,55327785139.4964,57811945426.5395,60804885377.3372,63644568604.0114,67013463192.5145,70415929567.4442,73115059421.307,76580396941.519,80592852042.2251,85860356477.7026,91588877878.6561,98053769823.2911,103950517391.466,109194950718.059,115279077465.226,122731159566.449,130734992458.51,138596885516.148,146997325017.061,156629549345.307,167771375851.352,179992151721.964,194146210562.862
Bangladesh,BGD,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,329.735469864621,354.685403532183,333.260681724669,344.055022979106,343.342093016427,358.372652858396,366.061855518774,360.461050210187,383.299394081218,381.309806908116,390.524366803623,398.038021675296,396.616876349985,403.601562566473,409.570038410069,408.477847548396,409.286626297206,421.152628599667,425.904844667632,440.265337159091,452.23588712053,461.872835525242,474.74210456649,483.507237442808,495.435095467927,510.388297204666,524.485299684119,542.549017274393,558.352796800408,574.295638606564,591.27885729328,614.479176957702,645.659197428033,687.710125765966,732.342567375624,775.593609946469,807.29559547228,844.429841068751,887.029111912697,938.042117050002,979.258379013211,1013.98037510034,1066.49622839619,1122.52451762162,1175.85230332776,1258.0882113236
Bangladesh,BGD,"Population, total",SP.POP.TOTL,48013504,49362843,50752157,52202007,53741716,55385112,57157654,59034249,60918454,62679765,64232482,65531633,66625705,67637530,68742233,70066301,71652381,73463584,75450032,77529045,79639491,81767515,83932127,86142495,88416521,90764183,93187603,95671163,98186350,100695497,103171956,105599127,107983704,110350639,112737683,115169930,117649932,120160564,122682815,125189651,127657854,130088702,132478086,134791603,136986432,139035505,140921167,142660376,144304167,145924797,147575430,149273778,151007807,152764676,154520167,156256276,157970840,159670593,161356039
Barbados,BRB,Net migration,SM.POP.NETM,..,..,-17960,..,..,..,..,-13677,..,..,..,..,-6934,..,..,..,..,-5548,..,..,..,..,-7856,..,..,..,..,-6311,..,..,..,..,-5393,..,..,..,..,-3643,..,..,..,..,-3188,..,..,..,..,-249,..,..,..,..,-397,..,..,..,..,-397,..
Barbados,BRB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2647501716.19359,2597199183.58591,2710442548.20157,2809162443.03451,2946163590.65182,3178704522.54884,3317711331.56838,3253720394.37649,3093267482.19829,3108981942.66935,3219396704.40022,3254133932.80993,3419962844.62297,3507632992.51415,3628799753.5147,3759477898.48457,3635416368.44988,3493159147.34344,3249171471.60855,3288871161.21965,3413346229.68779,3482407148.07376,3620528984.84572,3792147434.72704,3933991117.40004,3946810808.83696,4122564643.05277,4024556034.32536,4056812032.13438,4144482180.02556,4202791099.14187,4369860626.25525,4617570147.89118,4699037219.28063,4704826757.34891,4517907385.42998,4529900000,4559674767.20833,4572494458.64524,4572907997.07869,4573735073.94559,4615088917.29049,4707721526.38306,4754798741.64689,..
Barbados,BRB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15659.5694907685,..,..,..,..,..,..,..,..
Barbados,BRB,"Population, total",SP.POP.TOTL,230980,231718,232633,233630,234586,235413,236088,236659,237241,237955,238896,240094,241515,243069,244644,246154,247583,248937,250203,251351,252394,253298,254082,254788,255497,256263,257107,258019,258977,259957,260936,261905,262886,263874,264893,265955,267049,268187,269336,270451,271515,272500,273425,274329,275284,276323,277477,278700,279946,281104,282131,282987,283700,284296,284825,285324,285796,286233,286641
Belarus,BLR,Net migration,SM.POP.NETM,..,..,-125387,..,..,..,..,65585,..,..,..,..,37146,..,..,..,..,38298,..,..,..,..,47114,..,..,..,..,-23021,..,..,..,..,-63057,..,..,..,..,56146,..,..,..,..,-6382,..,..,..,..,63933,..,..,..,..,72123,..,..,..,..,43648,..
Belarus,BLR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32406543391.6931,32017666306.6662,28943969894.2669,26744227649.0937,23615151971.7791,21159176050.6458,21751633964.0797,24231321411.7377,26266750331.3539,27159819622.8275,28735090095.2695,30092911029.8867,31611178883.8695,33837615082.7504,37711935082.718,41256857555.0639,45382541170.3599,49285442677.3264,54312557554.1902,54421180122.0475,58665088956.0255,61820512466.141,62863508300.7594,63494325276.0969,64590481690.9209,62116943620.6317,60547592312.6721,62080768455.0003,63974173257.5273
Belarus,BLR,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3173.5963868128,3133.97544974994,2827.01269559824,2606.29195010464,2301.32504266994,2066.34250550395,2133.36593586839,2380.6640699766,2592.61090503252,2696.6988465153,2865.97492443488,3015.54330759957,3192.68748194153,3449.99369950221,3870.51558577418,4265.97317643989,4702.60662965179,5104.39188143198,5622.03170474673,5604.92706269639,6065.88872459504,6383.53114175005,6479.93004410226,6455.924183678,6594.19657838626,6245.04355165023,6072.80032773678,6279.89295814484,6468.38644683859
Belarus,BLR,"Population, total",SP.POP.TOTL,8198000,8271216,8351928,8437232,8524224,8610000,8696496,8785648,8874552,8960304,9040000,9115576,9188968,9257272,9317584,9367000,9411000,9463000,9525000,9584000,9643000,9710000,9776000,9843000,9910000,9975000,10043000,10111000,10140000,10170000,10189000,10194000,10216000,10239000,10227000,10194000,10160000,10117000,10069000,10026738,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9506765,9490583,9473172,9464495,9465997,9474511,9489616,9501534,9498264,9485386
Belgium,BEL,Net migration,SM.POP.NETM,..,..,38304,..,..,..,..,47288,..,..,..,..,70980,..,..,..,..,73523,..,..,..,..,18478,..,..,..,..,42556,..,..,..,..,106947,..,..,..,..,50870,..,..,..,..,219560,..,..,..,..,294270,..,..,..,..,258672,..,..,..,..,240000,..
Belgium,BEL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,120764863189.279,126777048990.526,133384673232.843,139189019707.401,148871960992.012,154172785119.867,159038316308.665,165190152085.361,172118441191.469,183529549253.245,193792194112.927,201516416339.207,212187928649.521,225729130101.243,236034247405.179,231393952028.372,244474064111.729,246004850188.709,252996053674.129,258918876001.746,270425370783.419,269670117075.018,271274619027.925,272120569190.649,278832103764.379,283437832457.532,288604229888.201,295261346642.314,309207156851.693,319934068909.916,329971688233.146,336020314461.245,341163625451.89,337882064409.106,348785422253.304,357103107688.388,362793178046.024,376254327310.336,383686379912.252,397358416752.966,411796974445.816,415138927919.38,422530458033.305,425802561758.374,441279859459.925,450521432006.845,461812130895.081,477739922304.462,481481381660.697,470632780159.007,483548031197.108,492243705517.819,493399388894.948,494389453126.263,500592443806.033,509300652082.47,516698510031.562,525660075541.229,533218198385.386
Belgium,BEL,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,20314.3475390707,21058.5192945699,22094.7425843845,23396.8461093823,24381.3361714914,23831.6591009815,25138.3056246905,25206.241845885,25873.1885716802,26350.335625484,27436.3478722026,27402.2846066782,27457.6932822651,27526.9491579142,28267.5039582282,28813.7463239001,29345.4180006759,30081.7588912482,31397.0123390185,32285.94788768,33245.9135972429,33851.9930612751,34225.0546865821,34091.5712388843,35339.8928863055,36020.9349764728,36565.0510404026,37868.1715538367,38534.6723562283,39770.8657984365,41207.6970614321,41110.3828668138,41593.9042130593,41814.5702006051,42916.8095572802,43506.2230028762,44381.7262650241,45556.689344343,45999.3397553322,43645.589129653,45778.9950967395,45039.7589609195,45498.4193056946,45026.4957487799,44965.7550698322,44928.5826803126,45644.3314282368,46767.1303900401,..
Belgium,BEL,"Population, total",SP.POP.TOTL,9153489,9183948,9220578,9289770,9378113,9463667,9527807,9580991,9618756,9646032,9655549,9673162,9711115,9741720,9772419,9800700,9818227,9830358,9839534,9848382,9859242,9858982,9856303,9855520,9855372,9858308,9861823,9870234,9901664,9937697,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11422068
Belize,BLZ,Net migration,SM.POP.NETM,..,..,-2418,..,..,..,..,-2957,..,..,..,..,-10665,..,..,..,..,-13542,..,..,..,..,-5332,..,..,..,..,-5404,..,..,..,..,-9011,..,..,..,..,11909,..,..,..,..,5797,..,..,..,..,8722,..,..,..,..,7594,..,..,..,..,6000,..
Belize,BLZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,98693489.8820038,103521849.004164,108586813.006536,113968846.937562,119667152.419723,125567390.38702,131558016.09477,138021623.455083,148189987.634632,155757123.805982,163245448.710894,169709056.071207,187050443.062948,197061184.70962,223782652.135627,231822769.95954,231743901.666136,246799362.742398,266347864.383179,286369290.649558,324847820.902721,328530850.714647,328176988.727382,321143565.240334,327476725.171554,330792472.58004,345808654.491284,382932265.267936,420412570.412269,475104971.357793,529473080.100745,590172066.840277,661343544.753389,702847428.144437,703960480.458727,708495663.950814,718614471.69727,744086991.549998,771920655.885811,839687566.926528,949011339.40932,996609808.666379,1047635085.31241,1145357976.24016,1198595214.82731,1229495105.0487,1285825657.33008,1300041567.419,1342018033.27385,1351020310.06112,1396731700,1426937515.02326,1468858265.53273,1481371977.7259,1536069733.92865,1588786886.58966,1579444443.95268,1602145624.35887,1651005359.01378
Belize,BLZ,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2199.23514484594,2179.10680544301,2079.30168240103,1973.60845454934,1939.85057059576,1891.20794206685,1961.82468654983,2121.12066036695,2272.36005650659,2488.52351363834,2731.95364624738,2986.76846538643,3267.65022049441,3400.45401666985,3295.60107310515,3255.8127773239,3184.75422823459,3202.16531160525,3159.09601167131,3284.66920226421,3554.43374122051,3568.77558616183,3663.82481345652,3842.22145797825,3842.08161498939,3871.99027780322,3945.22117650074,3796.16206597603,3843.21136119752,3988.0935964137,3901.93168849856,4017.02218303642,3992.63352372284,3944.02651104826,3971.43494926385,4129.44654675278,3991.35797356362,3874.86949069466,..
Belize,BLZ,"Population, total",SP.POP.TOTL,92064,94703,97384,100164,103069,106119,109347,112692,116061,119261,122182,124793,127150,129294,131307,133260,135147,136989,138965,141305,144155,147566,151500,155822,160347,164921,169568,174320,179028,183469,187552,191128,194324,197622,201680,206963,213664,221580,230244,238988,247315,255063,262378,269425,276504,283800,291329,299025,306823,314655,322464,330237,338000,345715,353366,360933,368400,375769,383071
Benin,BEN,Net migration,SM.POP.NETM,..,..,-24295,..,..,..,..,-23742,..,..,..,..,-24845,..,..,..,..,-19393,..,..,..,..,-10848,..,..,..,..,-8723,..,..,..,..,68259,..,..,..,..,-2851,..,..,..,..,25005,..,..,..,..,-48776,..,..,..,..,-42268,..,..,..,..,-10000,..
